      2 Adjust
      2 Amplitude
      3 AppsFlyer
      2 Branch
      1 Braze (formerly Appboy)
      2 Facebook Ads
      4 Facebook Analytics
      7 Facebook Login
      4 Facebook Places
      5 Facebook Share
     20 Google AdMob
     10 Google Analytics
     14 Google CrashLytics
     25 Google Firebase Analytics
      6 Google Tag Manager
      3 Microsoft Appcenter Analytics
      3 Microsoft Appcenter Crashes
      4 MixPanel
      1 New Relic
      2 OneSignal
      1 Optimizely
      1 Segment
      1 Wootric
